"entidad","municipio","causa","total_hectareas","fecha_termino"
"Puebla","Puebla","Fogatas",5.56,2016-04-03
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",2.59,2016-04-03
"Puebla","Tlachichuca","Otras actividades productivas",12.87,2016-04-04
"Puebla","Tlachichuca","Intencional",13.5,2016-04-03
"Puebla","Tochimilco","Actividades agropecuarias",4,2016-04-03
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",4.65,2016-04-03
"Puebla","Puebla","Intencional",1,2016-04-03
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",1,2016-04-03
"Puebla","Tepeyahualco","Intencional",13.55,2016-04-05
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",0.25,2016-04-04
"Puebla","Tianguismanalco","Intencional",0.96,2016-04-04
"Puebla","Libres","Intencional",6.7,2016-04-05
"Puebla","Tepatlaxco de Hidalgo","Intencional",3,2016-04-04
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",1,2016-04-04
"Puebla","Lafragua","Intencional",15,2016-04-05
"Puebla","Tepeyahualco","Intencional",13.53,2016-04-05
"Puebla","Libres","Intencional",11.57,2016-04-05
"Puebla","Tepatlaxco de Hidalgo","Intencional",1.5,2016-04-05
"Puebla","San Nicolás de los Ranchos","Intencional",3,2016-04-05
"Puebla","San Nicolás de los Ranchos","Intencional",11,2016-04-05
"Puebla","Lafragua","Intencional",5,2016-04-05
"Puebla","Zacatlán","Otras actividades productivas",1,2016-04-05
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",5.2,2016-04-05
"Puebla","Tepatlaxco de Hidalgo","Intencional",0.5,2016-04-05
"Puebla","Tlahuapan","Actividades agropecuarias",1.5,2016-04-05
"Puebla","Zacatlán","Intencional",1,2016-04-05
"Puebla","Tlahuapan","Otras actividades productivas",1.75,2016-04-05
"Puebla","Tepeyahualco","Intencional",2,2016-05-06
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",5.95,2016-05-06
"Puebla","Tochimilco","Actividades agropecuarias",1,2016-05-06
"Puebla","Tianguismanalco","Intencional",1,2016-05-06
"Puebla","Tlahuapan","Actividades agropecuarias",1,2016-05-06
"Puebla","Chapulco","Actividades agropecuarias",0.53,2016-05-06
"Puebla","Zacatlán","Intencional",0.58,2016-04-07
"Puebla","Cuyoaco","Intencional",22,2016-04-07
"Puebla","Tepatlaxco de Hidalgo","Intencional",13.75,2016-04-07
"Puebla","Calpan","Actividades agropecuarias",2.87,2016-04-07
"Puebla","Xochiapulco","Fogatas",3.35,2016-04-07
"Puebla","Tochimilco","Otras causas",1,2016-04-07
"Puebla","Tianguismanalco","Intencional",25.5,2016-04-07
"Puebla","Tlahuapan","Cazadores",7.68,2016-04-07
"Puebla","Tepatlaxco de Hidalgo","Intencional",4.45,2016-04-07
"Puebla","Huaquechula","Actividades agropecuarias",22,2016-04-08
"Puebla","Cuyoaco","Intencional",0.17,2016-04-08
"Puebla","Tlahuapan","Actividades agropecuarias",1,2016-04-08
"Puebla","Chignautla","Intencional",1,2016-04-09
"Puebla","San Nicolás de los Ranchos","Otras causas",17.7,2016-04-09
"Puebla","Puebla","Intencional",1.5,2016-04-09
"Puebla","Chignautla","Intencional",67.9,2016-04-10
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",1.05,2016-04-10
"Puebla","Cuyoaco","Intencional",7,2016-04-10
"Puebla","Chignautla","Fogatas",15,2016-04-10
"Puebla","Tianguismanalco","Intencional",0.7,2016-04-10
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",2,2016-04-11
"Puebla","Zacapoaxtla","Intencional",5,2016-04-11
"Puebla","Aljojuca","Intencional",5,2016-04-11
"Puebla","Tepeyahualco","Intencional",3.43,2016-04-11
"Puebla","Tlachichuca","Intencional",17.42,2016-04-06
"Puebla","Jolalpan","Limpias de derecho de vía",201.73,2016-04-08
"Puebla","Xiutetelco","Actividades agropecuarias",142.23,2016-04-12
"Puebla","Atlixco","Intencional",0.7,2016-04-12
"Puebla","Xochiapulco","Otras causas",3,2016-04-12
"Puebla","Tlachichuca","Actividades agropecuarias",32.86,2016-04-12
"Puebla","Chapulco","Actividades agropecuarias",15.8,2016-04-12
"Puebla","Oriental","Intencional",7.45,2016-04-12
"Puebla","Huitzilan de Serdán","Otras causas",2,2016-04-12
"Puebla","Tlahuapan","Actividades agropecuarias",1.5,2016-04-12
"Puebla","Tepatlaxco de Hidalgo","Intencional",2.7,2016-04-12
"Puebla","Puebla","Intencional",0.25,2016-04-13
"Puebla","Zautla","Fogatas",5.86,2016-04-13
"Puebla","Tlachichuca","Actividades agropecuarias",2.36,2016-04-13
"Puebla","Huauchinango","Fogatas",2,2016-04-13
"Puebla","Calpan","Actividades agropecuarias",0.19,2016-04-13
"Puebla","Calpan","Actividades agropecuarias",1.74,2016-04-14
"Puebla","Zacapoaxtla","Intencional",10,2016-04-14
"Puebla","Tianguismanalco","Intencional",1,2016-04-14
"Puebla","Ixtacamaxtitlán","Otras causas",2,2016-04-14
"Puebla","Oriental","Intencional",0.5,2016-04-14
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",10,2016-04-15
"Puebla","Tianguismanalco","Intencional",3,2016-04-15
"Puebla","Tochimilco","Intencional",1,2016-04-15
"Puebla","Tlachichuca","Intencional",10.21,2016-04-16
"Puebla","Chignautla","Fogatas",8.37,2016-04-16
"Puebla","Libres","Actividades agropecuarias",1,2016-04-16
"Puebla","San Nicolás de los Ranchos","Intencional",0.98,2016-04-16
"Puebla","Lafragua","Actividades agropecuarias",5,2016-04-16
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",0.5,2016-04-16
"Puebla","Tlatlauquitepec","Intencional",1,2016-04-16
"Puebla","Cañada Morelos","Otras causas",2,2016-04-16
"Puebla","Atlixco","Intencional",0.38,2016-04-17
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",1.91,2016-04-17
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",2.13,2016-04-17
"Puebla","Tlatlauquitepec","Intencional",2.22,2016-04-17
"Puebla","Tlatlauquitepec","Intencional",0.5,2016-04-17
"Puebla","Tochimilco","Actividades agropecuarias",3,2016-04-17
"Puebla","Aquixtla","Intencional",163.33,2016-04-18
"Puebla","Tetela de Ocampo","Otras causas",31.25,2016-04-18
"Puebla","Cuautempan","Otras causas",15,2016-04-18
"Puebla","Zacatlán","Intencional",8,2016-04-18
"Puebla","Amozoc","Intencional",5,2016-04-18
"Puebla","Chignahuapan","Intencional",0.28,2016-04-18
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",7,2016-04-18
"Puebla","Tlachichuca","Actividades agropecuarias",517,2016-04-11
"Puebla","San Nicolás de los Ranchos","Fumadores",8.2,2016-04-12
"Puebla","Tetela de Ocampo","Otras causas",132,2016-04-14
"Puebla","Tlachichuca","Actividades agropecuarias",10.15,2016-04-16
"Puebla","Chignautla","Intencional",0.93,2016-04-18
"Puebla","Cohetzala","Actividades agropecuarias",3118.74,2016-04-18
"Puebla","Chignautla","Intencional",0.62,2016-04-18
"Puebla","Tetela de Ocampo","Otras causas",77.3,2016-04-18
"Puebla","Chalchicomula de Sesma","Intencional",15.7,2016-04-18
"Puebla","Lafragua","Actividades agropecuarias",3,2016-04-27
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",3.6,2016-04-27
"Puebla","Puebla","Intencional",2.5,2016-04-27
"Puebla","Tepeyahualco","Intencional",1,2016-04-27
"Puebla","Tochimilco","Actividades agropecuarias",1,2016-04-27
"Puebla","Pahuatlán","Actividades agropecuarias",50,2016-05-01
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",1.15,2016-04-29
"Puebla","Puebla","Actividades agropecuarias",1.5,2016-04-29
"Puebla","Ajalpan","Actividades agropecuarias",15,2016-04-30
"Puebla","San Nicolás de los Ranchos","Otras causas",0.7,2016-05-01
"Puebla","San Nicolás de los Ranchos","Intencional",2.3,2016-05-01
"Puebla","Tepeyahualco","Intencional",14.75,2016-05-01
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",27.53,2016-05-02
"Puebla","Tlaola","Actividades agropecuarias",8,2016-05-02
"Puebla","Cohetzala","Actividades agropecuarias",15,2016-05-02
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",0.53,2016-05-02
"Puebla","San Nicolás de los Ranchos","Otras causas",0.2,2016-05-02
"Puebla","Jolalpan","Actividades agropecuarias",231,2016-05-01
"Puebla","Chila","Otras causas",40,2016-05-03
"Puebla","Tulcingo","Actividades agropecuarias",211,2016-05-05
"Puebla","Atlixco","Intencional",2,2016-05-03
"Puebla","Tepatlaxco de Hidalgo","Intencional",3.17,2016-05-04
"Puebla","Tlachichuca","Fogatas",6.84,2016-05-04
"Puebla","Tlahuapan","Actividades agropecuarias",5.42,2016-05-05
"Puebla","Tlahuapan","Actividades agropecuarias",0.72,2016-05-06
"Puebla","Tepatlaxco de Hidalgo","Intencional",0.46,2016-05-06
"Puebla","San Nicolás de los Ranchos","Intencional",1.5,2016-05-07
"Puebla","Tlahuapan","Actividades agropecuarias",5.61,2016-05-07
"Puebla","Tlachichuca","Otras causas",38.23,2016-05-08
"Puebla","Ixtacamaxtitlán","Intencional",205,2016-05-09
"Puebla","Cuyoaco","Intencional",0.5,2016-05-07
"Puebla","Tepatlaxco de Hidalgo","Intencional",0.2,2016-05-07
"Puebla","San Felipe Teotlalcingo","Cazadores",7.64,2016-05-07
"Puebla","Tepatlaxco de Hidalgo","Intencional",21.01,2016-05-08
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",1.63,2016-05-08
"Puebla","Tlachichuca","Actividades agropecuarias",9.8,2016-05-09
"Puebla","Tepatlaxco de Hidalgo","Intencional",0.94,2016-05-08
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",6.15,2016-05-10
"Puebla","San Felipe Teotlalcingo","Cazadores",2.3,2016-05-11
"Puebla","Tlatlauquitepec","Fogatas",8,2016-05-19
"Puebla","Tlahuapan","Cazadores",1,2016-05-20
"Puebla","San Nicolás de los Ranchos","Intencional",1.43,2016-05-25
"Puebla","Lafragua","Actividades agropecuarias",1,2016-05-28
"Puebla","Xochitlán de Vicente Suárez","Actividades agropecuarias",10.32,2016-06-09
"Puebla","Tepeyahualco","Otras causas",7.5,2016-11-22
"Puebla","Tecamachalco","Otras causas",2,2016-11-23
"Puebla","Libres","Actividades agropecuarias",6,2016-11-20
"Puebla","Atlixco","Intencional",12.5,2016-11-28
"Puebla","Atlixco","Intencional",5,2016-11-28
"Puebla","San Nicolás Buenos Aires","Otras causas",60.37,2016-12-08
"Puebla","Cañada Morelos","Actividades agropecuarias",3,2016-12-07
"Puebla","Oriental","Actividades agropecuarias",1.5,2016-12-15
"Puebla","Libres","Actividades agropecuarias",0.5,2016-12-16
"Puebla","Guadalupe Victoria","Actividades agropecuarias",75,2016-12-18
"Puebla","Tianguismanalco","Otras actividades productivas",0.5,2016-12-17
"Puebla","Tianguismanalco","Otras causas",0.8,2016-12-19
"Puebla","Puebla","Intencional",2,2016-12-21
"Puebla","Tlachichuca","Actividades agropecuarias",2,2016-12-22
"Puebla","San Salvador el Seco","Fogatas",18.14,2016-12-23
"Puebla","Tlachichuca","Actividades agropecuarias",1.5,2016-12-23
"Puebla","Tianguismanalco","Actividades agropecuarias",1.5,2016-12-24
"Puebla","Tianguismanalco","Actividades agropecuarias",0.78,2016-12-24
"Puebla","Libres","Intencional",1.5,2016-12-24
"Puebla","Oriental","Intencional",9,2016-12-25
"Puebla","San Salvador el Seco","Actividades agropecuarias",3.6,2016-12-25
"Puebla","Oriental","Intencional",7,2016-12-26
"Puebla","Tlachichuca","Actividades agropecuarias",1.17,2016-12-26
"Puebla","Atlixco","Intencional",5.2,2016-12-26
"Puebla","Cuautinchán","Intencional",1.5,2017-01-01
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",5,2017-01-02
"Puebla","Atlixco","Actividades agropecuarias",3.42,2017-01-04
"Puebla","Acajete","Actividades agropecuarias",2,2017-01-04
"Puebla","Atlixco","Intencional",2,2017-01-04
"Puebla","Tehuacán","Intencional",50,2017-01-04
"Puebla","Tepeaca","Intencional",4,2017-01-05
"Puebla","Jolalpan","Intencional",9,2017-01-05
"Puebla","San Nicolás Buenos Aires","Intencional",85,2017-01-07
"Puebla","Ocotepec","Intencional",5,2017-01-07
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",2,2017-01-08
"Puebla","Tianguismanalco","Fumadores",2,2017-01-08
"Puebla","Tlahuapan","Cazadores",2,2017-01-09
"Puebla","Tianguismanalco","Fumadores",0.5,2017-01-10
"Puebla","San Pedro Cholula","Fogatas",4,2017-01-10
"Puebla","Tepeyahualco","Intencional",0.5,2017-01-11
"Puebla","Atlixco","Intencional",2,2017-01-11
"Puebla","Tianguismanalco","Cazadores",4,2017-01-12
"Puebla","Tepeyahualco","Actividades agropecuarias",2,2017-01-13
"Puebla","Amozoc","Intencional",10,2017-01-13
"Puebla","Tianguismanalco","Fumadores",3,2017-01-13
"Puebla","Tepatlaxco de Hidalgo","Intencional",2,2017-01-13
"Puebla","Libres","Intencional",1,2017-01-14
"Puebla","Tepeaca","Intencional",49.4,2017-01-15
"Puebla","Cohetzala","Actividades agropecuarias",10,2017-01-16
"Puebla","Ocotepec","Intencional",2.5,2017-01-16
"Puebla","Cuautinchán","Intencional",21.85,2017-01-16
"Puebla","Ocotepec","Intencional",0.5,2017-01-16
"Puebla","San Nicolás Buenos Aires","Actividades agropecuarias",1,2017-01-16
"Puebla","Tepeyahualco","Actividades agropecuarias",1.5,2017-01-17
"Puebla","Tepatlaxco de Hidalgo","Intencional",1,2017-01-17
"Puebla","Tehuacán","Actividades agropecuarias",1.5,2017-01-18
"Puebla","Libres","Intencional",9.32,2017-01-19
"Puebla","Tochimilco","Actividades agropecuarias",2,2017-01-19
"Puebla","Tlatlauquitepec","Actividades agropecuarias",4,2017-01-20
"Puebla","Nopalucan","Intencional",8.27,2017-01-20
"Puebla","Tlahuapan","Fumadores",1,2017-01-20
"Puebla","Zacapoaxtla","Actividades agropecuarias",8.4,2017-01-21
"Puebla","Tlachichuca","Intencional",68.1,2017-01-22
"Puebla","Tepatlaxco de Hidalgo","Intencional",13.22,2017-01-22
"Puebla","Aljojuca","Intencional",11.39,2017-01-22
"Puebla","Yaonáhuac","Intencional",11.7,2017-01-22
"Puebla","Chiconcuautla","Actividades agropecuarias",10,2017-01-22
"Puebla","San Nicolás de los Ranchos","Intencional",1,2017-01-22
"Puebla","Aljojuca","Actividades agropecuarias",49.72,2017-01-23
"Puebla","Tochimilco","Intencional",1,2017-01-22
"Puebla","Chiconcuautla","Actividades agropecuarias",2.23,2017-01-23
"Puebla","Cuyoaco","Actividades agropecuarias",2.8,2017-01-23
"Puebla","Tlachichuca","Intencional",5.1,2017-01-23
"Puebla","Libres","Actividades agropecuarias",0.5,2017-01-23
"Puebla","Xochiapulco","Intencional",5.32,2017-01-21
"Puebla","Amozoc","Intencional",21.19,2017-01-24
"Puebla","Lafragua","Otras actividades productivas",2,2017-01-23
"Puebla","Lafragua","Otras actividades productivas",1,2017-01-23
"Puebla","San Felipe Teotlalcingo","Cazadores",1,2017-01-23
"Puebla","San Nicolás de los Ranchos","Fogatas",5.7,2017-01-24
"Puebla","Tepeyahualco","Intencional",3.5,2017-01-24
"Puebla","Lafragua","Actividades agropecuarias",1,2017-01-24
"Puebla","Lafragua","Actividades agropecuarias",1.5,2017-01-24
"Puebla","Libres","Actividades agropecuarias",1,2017-01-25
"Puebla","Ocotepec","Intencional",3.25,2017-01-25
"Puebla","Ahuazotepec","Otras actividades productivas",1,2017-01-25
"Puebla","Tepeyahualco","Intencional",1,2017-01-25
"Puebla","Tepatlaxco de Hidalgo","Intencional",1,2017-01-25
"Puebla","Tepatlaxco de Hidalgo","Actividades agropecuarias",1.5,2017-01-26
"Puebla","Tlachichuca","Actividades agropecuarias",12.38,2017-01-27
"Puebla","San Nicolás de los Ranchos","Intencional",1,2017-01-27
"Puebla","Oriental","Intencional",17.5,2017-01-27
"Puebla","Tlatlauquitepec","Fogatas",1,2017-01-27
"Puebla","Ocotepec","Actividades agropecuarias",52.15,2017-01-28
"Puebla","Tepeyahualco","Actividades agropecuarias",46.77,2017-01-27
"Puebla","Atlixco","Cazadores",8.95,2017-01-27
"Puebla","Tepatlaxco de Hidalgo","Cazadores",2.5,2017-01-27
"Puebla","San Nicolás de los Ranchos","Cazadores",3.9,2017-01-29
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",1,2017-01-30
"Puebla","Puebla","Intencional",1,2017-01-31
"Puebla","Libres","Intencional",3,2017-02-03
"Puebla","Tepeyahualco","Actividades agropecuarias",4.2,2017-02-03
"Puebla","Tianguismanalco","Intencional",2,2017-02-03
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",3.5,2017-02-05
"Puebla","Lafragua","Actividades agropecuarias",0.5,2017-02-05
"Puebla","Cuautinchán","Intencional",7.7,2017-02-05
"Puebla","Tepatlaxco de Hidalgo","Intencional",1,2017-02-05
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",8.68,2017-02-06
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",5,2017-02-07
"Puebla","Tlachichuca","Actividades agropecuarias",1.5,2017-02-07
"Puebla","Tlachichuca","Actividades agropecuarias",10,2017-02-07
"Puebla","San Nicolás Buenos Aires","Intencional",40,2017-02-08
"Puebla","Tepeaca","Intencional",22,2017-02-07
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",1,2017-02-07
"Puebla","Amozoc","Intencional",20,2017-02-07
"Puebla","Huauchinango","Actividades agropecuarias",1.5,2017-02-08
"Puebla","Chiautzingo","Intencional",1,2017-02-08
"Puebla","Amozoc","Intencional",9.2,2017-02-09
"Puebla","Tepeyahualco","Actividades agropecuarias",296,2017-02-09
"Puebla","Atlixco","Fogatas",1.9,2017-02-09
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",7,2017-02-09
"Puebla","Atlixco","Fogatas",5,2017-02-09
"Puebla","Tianguismanalco","Cazadores",4.1,2017-02-09
"Puebla","Lafragua","Actividades agropecuarias",4.5,2017-02-09
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",3.08,2017-02-09
"Puebla","San José Chiapa","Actividades agropecuarias",5,2017-02-09
"Puebla","San Nicolás de los Ranchos","Intencional",1.5,2017-02-09
"Puebla","Tepatlaxco de Hidalgo","Actividades agropecuarias",1.5,2017-02-09
"Puebla","Molcaxac","Actividades agropecuarias",10,2017-02-09
"Puebla","San Salvador el Seco","Actividades agropecuarias",200,2017-02-10
"Puebla","Tlachichuca","Intencional",3,2017-02-10
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",1,2017-02-10
"Puebla","Tianguismanalco","Actividades agropecuarias",2,2017-02-10
"Puebla","Tepatlaxco de Hidalgo","Actividades agropecuarias",1,2017-02-10
"Puebla","Tlachichuca","Actividades agropecuarias",180,2017-02-12
"Puebla","Tianguismanalco","Intencional",5.3,2017-02-11
"Puebla","Lafragua","Actividades agropecuarias",2,2017-02-11
"Puebla","Tianguismanalco","Intencional",7.2,2017-02-11
"Puebla","Ocotepec","Intencional",1.5,2017-02-11
"Puebla","Tepatlaxco de Hidalgo","Intencional",9,2017-02-11
"Puebla","Mazapiltepec de Juárez","Intencional",6,2017-02-11
"Puebla","Tianguismanalco","Intencional",2,2017-02-11
"Puebla","Tlachichuca","Intencional",15,2017-02-14
"Puebla","Tianguismanalco","Intencional",2,2017-02-12
"Puebla","Tepatlaxco de Hidalgo","Actividades agropecuarias",2.4,2017-02-12
"Puebla","Tepeyahualco","Fogatas",1,2017-02-12
"Puebla","Tepeyahualco","Actividades agropecuarias",50.5,2017-02-13
"Puebla","Chignautla","Intencional",15,2017-02-12
"Puebla","Tianguismanalco","Intencional",1,2017-02-12
"Puebla","Amozoc","Intencional",4.5,2017-02-12
"Puebla","Tianguismanalco","Intencional",2,2017-02-13
"Puebla","Tepeyahualco","Actividades agropecuarias",75.5,2017-02-15
"Puebla","Tianguismanalco","Otras actividades productivas",1,2017-02-13
"Puebla","Nicolás Bravo","Actividades agropecuarias",1,2017-02-13
"Puebla","Tlahuapan","Cazadores",1,2017-02-13
"Puebla","Tianguismanalco","Intencional",2,2017-02-14
"Puebla","Tianguismanalco","Intencional",45.6,2017-02-16
"Puebla","Tianguismanalco","Intencional",3.5,2017-02-15
"Puebla","Tianguismanalco","Intencional",2,2017-02-15
"Puebla","Tochimilco","Otras actividades productivas",15,2017-02-18
"Puebla","Ocotepec","Intencional",1,2017-02-17
"Puebla","Nicolás Bravo","Otras actividades productivas",3.3,2017-02-19
"Puebla","Tepatlaxco de Hidalgo","Otras actividades productivas",7.1,2017-02-18
"Puebla","San Nicolás Buenos Aires","Actividades agropecuarias",2.8,2017-02-18
"Puebla","Puebla","Actividades agropecuarias",1,2017-02-18
"Puebla","Cañada Morelos","Intencional",1,2017-02-18
"Puebla","Tlachichuca","Intencional",90,2017-02-19
"Puebla","Tianguismanalco","Otras actividades productivas",4,2017-02-18
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",1,2017-02-19
"Puebla","Puebla","Otras causas",1.5,2017-02-19
"Puebla","Aquixtla","Actividades agropecuarias",10.5,2017-02-20
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",12,2017-02-20
"Puebla","Huauchinango","Intencional",16.4,2017-02-20
"Puebla","Tianguismanalco","Otras actividades productivas",14.6,2017-02-21
"Puebla","Tochimilco","Intencional",4,2017-02-20
"Puebla","Puebla","Actividades agropecuarias",2,2017-02-20
"Puebla","Palmar de Bravo","Intencional",4,2017-02-21
"Puebla","Tlahuapan","Intencional",3,2017-02-21
"Puebla","Vicente Guerrero","Intencional",1.5,2017-02-20
"Puebla","Tlahuapan","Intencional",1,2017-02-20
"Puebla","Tochimilco","Intencional",20.5,2017-02-21
