"entidad","municipio","tipo_de_fuente","pm_25","co","so2","nox"
"Puebla","Nopalucan","Fuentes móviles que no circulan por carretera",5.681,30.447,2.508,143.182
"Puebla","Ocotepec","Fuentes de área",19.763,108.856,0.304,3.732
"Puebla","Ocotepec","Fuentes móviles carreteros",2.77,167.2,1.034,38.634
"Puebla","Ocotepec","Fuentes móviles que no circulan por carretera",0.216,1.174,0.128,3.647
"Puebla","Ocoyucan","Fuentes de área",37.523,299.991,1.073,13.423
"Puebla","Ocoyucan","Fuentes móviles carreteros",14.724,944.097,5.818,220.125
"Puebla","Ocoyucan","Fuentes móviles que no circulan por carretera",0.057,0.308,0.033,0.956
"Puebla","Olintla","Fuentes de área",59.216,490.902,1.704,13.899
"Puebla","Olintla","Fuentes móviles carreteros",0.018,10.987,0.042,1.534
"Puebla","Olintla","Fuentes móviles que no circulan por carretera",0.127,0.688,0.075,2.136
"Puebla","Oriental","Fuentes de área",52.57,383.785,2.435,15.134
"Puebla","Oriental","Fuentes móviles carreteros",6.393,435.921,2.629,99.613
"Puebla","Oriental","Fuentes móviles que no circulan por carretera",0.803,4.016,0.41,23.059
"Puebla","Pahuatlán","Fuentes fijas",0.507,5.602,0.04,6.669
"Puebla","Pahuatlán","Fuentes de área",87.21,738.06,2.565,23.831
"Puebla","Pahuatlán","Fuentes móviles carreteros",2.52,251.638,1.342,52.856
"Puebla","Pahuatlán","Fuentes móviles que no circulan por carretera",0.096,0.522,0.057,1.622
"Puebla","Palmar de Bravo","Fuentes fijas",111.863,170.481,915.886,2210.557
"Puebla","Palmar de Bravo","Fuentes de área",103.856,639.473,2.237,25.162
"Puebla","Palmar de Bravo","Fuentes móviles carreteros",9.881,793.583,4.348,166.147
"Puebla","Palmar de Bravo","Fuentes móviles que no circulan por carretera",1.231,6.682,0.726,20.759
"Puebla","Pantepec","Fuentes de área",94.812,764.134,2.661,22.357
"Puebla","Pantepec","Fuentes móviles carreteros",2.531,178.427,1.069,42.344
"Puebla","Pantepec","Fuentes móviles que no circulan por carretera",0.318,1.729,0.188,5.371
"Puebla","Petlalcingo","Fuentes de área",46.431,333.161,1.168,10.178
"Puebla","Petlalcingo","Fuentes móviles carreteros",4.352,523.415,2.58,100.205
"Puebla","Petlalcingo","Fuentes móviles que no circulan por carretera",0.22,1.196,0.13,3.715
"Puebla","Piaxtla","Fuentes de área",20.011,130.591,0.475,4.254
"Puebla","Piaxtla","Fuentes móviles carreteros",2.665,386.117,1.851,71.982
"Puebla","Piaxtla","Fuentes móviles que no circulan por carretera",0.169,0.915,0.099,2.843
"Puebla","Puebla","Fuentes fijas",100.768,256.236,534.28,1096.183
"Puebla","Puebla","Fuentes de área",481.563,3328.264,14.701,543.618
"Puebla","Puebla","Fuentes móviles carreteros",1214.205,84020.756,518.146,18920.906
"Puebla","Puebla","Fuentes móviles que no circulan por carretera",3.276,281.039,7.791,144.984
"Puebla","Quecholac","Fuentes fijas",0.709,6.317,0.045,7.52
"Puebla","Quecholac","Fuentes de área",79.236,579.322,2.034,23.694
"Puebla","Quecholac","Fuentes móviles carreteros",27.711,1216.942,8.685,328.926
"Puebla","Quecholac","Fuentes móviles que no circulan por carretera",0.453,2.457,0.267,7.632
"Puebla","Quimixtlán","Fuentes de área",94.528,783.693,2.726,22.192
"Puebla","Quimixtlán","Fuentes móviles carreteros",1.982,169.637,0.922,36.37
"Puebla","Quimixtlán","Fuentes móviles que no circulan por carretera",1.659,7.757,0.531,68.309
"Puebla","Rafael Lara Grajales","Fuentes fijas",26.565,6.34,732.76,68.675
"Puebla","Rafael Lara Grajales","Fuentes de área",12.571,40.912,0.159,5.053
"Puebla","Rafael Lara Grajales","Fuentes móviles carreteros",10.726,485.627,3.443,124.721
"Puebla","Rafael Lara Grajales","Fuentes móviles que no circulan por carretera",61.642,373.665,26.62,758.367
"Puebla","Los Reyes de Juárez","Fuentes de área",30.514,214.262,0.757,9.923
"Puebla","Los Reyes de Juárez","Fuentes móviles carreteros",22.822,1060.706,7.374,280.58
"Puebla","Los Reyes de Juárez","Fuentes móviles que no circulan por carretera",0.171,0.93,0.101,2.888
"Puebla","San Andrés Cholula","Fuentes fijas",2.365,6.483,14.953,11.061
"Puebla","San Andrés Cholula","Fuentes de área",53.43,352.503,1.388,50.039
"Puebla","San Andrés Cholula","Fuentes móviles carreteros",118.759,8602.71,51.393,1858.085
"Puebla","San Andrés Cholula","Fuentes móviles que no circulan por carretera",0.075,0.409,0.044,1.269
"Puebla","San Antonio Cañada","Fuentes de área",25.963,218.616,0.757,6.17
"Puebla","San Antonio Cañada","Fuentes móviles carreteros",0.559,67.79,0.331,12.3
"Puebla","San Antonio Cañada","Fuentes móviles que no circulan por carretera",0.034,0.182,0.02,0.565
"Puebla","San Diego la Mesa Tochimiltzingo","Fuentes de área",6.317,46.832,0.164,1.401
"Puebla","San Diego la Mesa Tochimiltzingo","Fuentes móviles carreteros",0.098,11.755,0.054,2.158
"Puebla","San Diego la Mesa Tochimiltzingo","Fuentes móviles que no circulan por carretera",0.029,0.16,0.017,0.497
"Puebla","San Felipe Teotlalcingo","Fuentes de área",21.576,162.568,0.637,6.082
"Puebla","San Felipe Teotlalcingo","Fuentes móviles carreteros",1.524,311.432,1.338,50.865
"Puebla","San Felipe Teotlalcingo","Fuentes móviles que no circulan por carretera",0.131,0.712,0.077,2.213
"Puebla","San Felipe Tepatlán","Fuentes de área",23.041,188.576,0.654,5.285
"Puebla","San Felipe Tepatlán","Fuentes móviles carreteros",0.002,1.291,0.005,0.186
"Puebla","San Felipe Tepatlán","Fuentes móviles que no circulan por carretera",0.071,0.387,0.042,1.203
"Puebla","San Gabriel Chilac","Fuentes de área",47.016,369.487,1.352,13.673
"Puebla","San Gabriel Chilac","Fuentes móviles carreteros",5.877,405.305,2.368,90.973
"Puebla","San Gabriel Chilac","Fuentes móviles que no circulan por carretera",0.55,3.257,0.257,7.335
"Puebla","San Gregorio Atzompa","Fuentes de área",7.779,51.673,0.211,5.109
"Puebla","San Gregorio Atzompa","Fuentes móviles carreteros",13.453,694.761,4.616,169.922
"Puebla","San Gregorio Atzompa","Fuentes móviles que no circulan por carretera",0.052,0.282,0.031,0.875
"Puebla","San Jerónimo Tecuanipan","Fuentes de área",17.47,119.981,0.426,4.074
"Puebla","San Jerónimo Tecuanipan","Fuentes móviles carreteros",2.09,223.938,1.114,42.289
"Puebla","San Jerónimo Tecuanipan","Fuentes móviles que no circulan por carretera",0.149,0.81,0.088,2.515
"Puebla","San Jerónimo Xayacatlán","Fuentes de área",18.593,150.555,0.527,4.464
"Puebla","San Jerónimo Xayacatlán","Fuentes móviles carreteros",1.419,190.055,0.913,35.588
"Puebla","San Jerónimo Xayacatlán","Fuentes móviles que no circulan por carretera",0.033,0.179,0.019,0.557
"Puebla","San José Chiapa","Fuentes fijas",9.292,7.355,0.053,8.756
"Puebla","San José Chiapa","Fuentes de área",22.653,99.626,0.41,6.127
"Puebla","San José Chiapa","Fuentes móviles carreteros",1.654,200.528,0.992,37.114
"Puebla","San José Chiapa","Fuentes móviles que no circulan por carretera",1.45,6.809,0.658,53.934
"Puebla","San José Miahuatlán","Fuentes de área",60.168,480.272,1.745,14.701
"Puebla","San José Miahuatlán","Fuentes móviles carreteros",2.874,274.16,1.449,56.348
"Puebla","San José Miahuatlán","Fuentes móviles que no circulan por carretera",0.123,0.665,0.072,2.067
"Puebla","San Juan Atenco","Fuentes de área",14.997,70.362,0.233,2.758
"Puebla","San Juan Atenco","Fuentes móviles carreteros",3.245,114.409,0.894,32.436
"Puebla","San Juan Atenco","Fuentes móviles que no circulan por carretera",0.841,3.961,0.384,30.977
"Puebla","San Juan Atzompa","Fuentes de área",4.385,29.987,0.108,1.423
"Puebla","San Juan Atzompa","Fuentes móviles carreteros",0.304,41.316,0.186,7.546
"Puebla","San Juan Atzompa","Fuentes móviles que no circulan por carretera",2.794,16.927,1.209,34.438
"Puebla","San Martín Texmelucan","Fuentes fijas",20.027,390.485,124.589,2335.365
"Puebla","San Martín Texmelucan","Fuentes de área",78.105,460.167,1.835,50.899
"Puebla","San Martín Texmelucan","Fuentes móviles carreteros",86.68,7216.747,40.44,1472.741
"Puebla","San Martín Texmelucan","Fuentes móviles que no circulan por carretera",1.075,5.061,0.49,39.583
"Puebla","San Martín Totoltepec","Fuentes de área",3.147,15.999,0.074,0.615
"Puebla","San Martín Totoltepec","Fuentes móviles carreteros",0.017,10.28,0.039,1.541
"Puebla","San Martín Totoltepec","Fuentes móviles que no circulan por carretera",0.038,0.208,0.023,0.647
"Puebla","San Matías Tlalancaleca","Fuentes fijas",0.259,0.06,7.162,0.66
"Puebla","San Matías Tlalancaleca","Fuentes de área",18.264,103.504,0.378,7.297
"Puebla","San Matías Tlalancaleca","Fuentes móviles carreteros",7.113,591.14,3.314,126.209
"Puebla","San Matías Tlalancaleca","Fuentes móviles que no circulan por carretera",0.239,1.295,0.141,4.023
"Puebla","San Miguel Ixitlán","Fuentes de área",4.081,29.179,0.103,1.128
"Puebla","San Miguel Ixitlán","Fuentes móviles carreteros",0.189,20.823,0.102,3.985
"Puebla","San Miguel Ixitlán","Fuentes móviles que no circulan por carretera",0.026,0.142,0.015,0.443
"Puebla","San Miguel Xoxtla","Fuentes fijas",20.259,223.976,1.619,266.875
"Puebla","San Miguel Xoxtla","Fuentes de área",4.442,28.654,0.119,5.402
"Puebla","San Miguel Xoxtla","Fuentes móviles carreteros",8.409,383.901,2.691,94.402
"Puebla","San Miguel Xoxtla","Fuentes móviles que no circulan por carretera",0.022,0.119,0.013,0.371
"Puebla","San Nicolás Buenos Aires","Fuentes de área",40.433,182.055,0.761,7.586
"Puebla","San Nicolás Buenos Aires","Fuentes móviles carreteros",2.759,192.963,1.125,43.012
"Puebla","San Nicolás Buenos Aires","Fuentes móviles que no circulan por carretera",0.737,4.002,0.435,12.432
"Puebla","San Nicolás de los Ranchos","Fuentes de área",48.718,526.049,4.829,18.029
"Puebla","San Nicolás de los Ranchos","Fuentes móviles carreteros",6.528,411.561,2.513,92.51
"Puebla","San Nicolás de los Ranchos","Fuentes móviles que no circulan por carretera",0.079,0.428,0.047,1.33
"Puebla","San Pablo Anicano","Fuentes de área",15.657,121.722,0.426,3.703
"Puebla","San Pablo Anicano","Fuentes móviles carreteros",0.981,155.57,0.711,27.66
"Puebla","San Pablo Anicano","Fuentes móviles que no circulan por carretera",0.057,0.307,0.033,0.953
"Puebla","San Pedro Cholula","Fuentes fijas",1.357,1.611,34.663,7.444
"Puebla","San Pedro Cholula","Fuentes de área",3108.557,7499.085,27.551,263.471
"Puebla","San Pedro Cholula","Fuentes móviles carreteros",120.35,6429.358,43.174,1594.973
"Puebla","San Pedro Cholula","Fuentes móviles que no circulan por carretera",1.647,7.451,0.694,69.207
"Puebla","San Pedro Yeloixtlahuaca","Fuentes de área",14.622,108.257,0.381,3.4
"Puebla","San Pedro Yeloixtlahuaca","Fuentes móviles carreteros",1.242,210.434,0.967,37.687
"Puebla","San Pedro Yeloixtlahuaca","Fuentes móviles que no circulan por carretera",0.078,0.422,0.046,1.311
"Puebla","San Salvador el Seco","Fuentes de área",102.579,830.359,5.956,32.495
"Puebla","San Salvador el Seco","Fuentes móviles carreteros",9.752,585.932,3.626,137.696
"Puebla","San Salvador el Seco","Fuentes móviles que no circulan por carretera",1.386,6.973,0.715,38.675
"Puebla","San Salvador el Verde","Fuentes fijas",0.002,0.033,0.037,0.131
"Puebla","San Salvador el Verde","Fuentes de área",76.027,715.575,5.038,27.199
"Puebla","San Salvador el Verde","Fuentes móviles carreteros",14.914,842.606,5.447,205.333
"Puebla","San Salvador el Verde","Fuentes móviles que no circulan por carretera",0.223,1.212,0.132,3.765
"Puebla","San Salvador Huixcolotla","Fuentes fijas",20.055,5.103,553.85,51.059
"Puebla","San Salvador Huixcolotla","Fuentes de área",15.232,110.712,0.408,7.952
"Puebla","San Salvador Huixcolotla","Fuentes móviles carreteros",17.264,596.063,4.843,180.81
"Puebla","San Salvador Huixcolotla","Fuentes móviles que no circulan por carretera",0.078,0.425,0.046,1.322
"Puebla","San Sebastián Tlacotepec","Fuentes de área",95.395,677.024,2.581,19.996
"Puebla","San Sebastián Tlacotepec","Fuentes móviles carreteros",0.146,8.987,0.06,2.54
"Puebla","San Sebastián Tlacotepec","Fuentes móviles que no circulan por carretera",0.49,2.659,0.289,8.26
"Puebla","Santa Catarina Tlaltempan","Fuentes de área",3.987,30.057,0.106,1.378
"Puebla","Santa Catarina Tlaltempan","Fuentes móviles carreteros",0.098,13.045,0.063,2.513
"Puebla","Santa Catarina Tlaltempan","Fuentes móviles que no circulan por carretera",0.02,0.111,0.012,0.344
"Puebla","Santa Inés Ahuatempan","Fuentes de área",34.681,251.4,0.878,8.65
"Puebla","Santa Inés Ahuatempan","Fuentes móviles carreteros",0.761,119.667,0.559,21.968
"Puebla","Santa Inés Ahuatempan","Fuentes móviles que no circulan por carretera",0.201,1.093,0.119,3.396
"Puebla","Santa Isabel Cholula","Fuentes de área",20.581,156.782,0.553,5.346
"Puebla","Santa Isabel Cholula","Fuentes móviles carreteros",4.04,501.287,2.419,92.433
"Puebla","Santa Isabel Cholula","Fuentes móviles que no circulan por carretera",0.107,0.582,0.063,1.81
"Puebla","Santiago Miahuatlán","Fuentes fijas",0.113,1.078,0.677,5.209
"Puebla","Santiago Miahuatlán","Fuentes de área",54.57,323.539,1.176,14.702
"Puebla","Santiago Miahuatlán","Fuentes móviles carreteros",7.264,359.667,2.37,87.061
"Puebla","Santiago Miahuatlán","Fuentes móviles que no circulan por carretera",0.949,4.351,0.411,38.206
"Puebla","Huehuetlán el Grande","Fuentes de área",42.431,321.125,1.137,9.355
"Puebla","Huehuetlán el Grande","Fuentes móviles carreteros",0.764,111.204,0.504,19.784
"Puebla","Huehuetlán el Grande","Fuentes móviles que no circulan por carretera",0.148,0.805,0.087,2.501
"Puebla","Santo Tomás Hueyotlipan","Fuentes de área",10.789,73.727,0.271,3.839
"Puebla","Santo Tomás Hueyotlipan","Fuentes móviles carreteros",7.802,484.532,2.964,114.024
"Puebla","Santo Tomás Hueyotlipan","Fuentes móviles que no circulan por carretera",0.071,0.384,0.042,1.192
"Puebla","Soltepec","Fuentes de área",35.604,240.271,0.853,8.239
"Puebla","Soltepec","Fuentes móviles carreteros",5.155,317.532,1.928,74.239
"Puebla","Soltepec","Fuentes móviles que no circulan por carretera",0.308,1.671,0.182,5.19
"Puebla","Tecali de Herrera","Fuentes de área",32.814,215.279,0.809,11.708
"Puebla","Tecali de Herrera","Fuentes móviles carreteros",14.306,802.89,5.126,191.945
"Puebla","Tecali de Herrera","Fuentes móviles que no circulan por carretera",0.327,1.807,0.185,5.3
"Puebla","Tecamachalco","Fuentes de área",104.052,668.144,2.669,38.908
"Puebla","Tecamachalco","Fuentes móviles carreteros",65.174,2809.384,20.344,756.599
"Puebla","Tecamachalco","Fuentes móviles que no circulan por carretera",1.768,8.577,0.853,58.181
"Puebla","Tecomatlán","Fuentes de área",21.807,132.525,0.485,4.765
"Puebla","Tecomatlán","Fuentes móviles carreteros",3.585,376.373,1.948,74.17
"Puebla","Tecomatlán","Fuentes móviles que no circulan por carretera",0.249,1.352,0.147,4.201
"Puebla","Tehuacán","Fuentes fijas",5.326,1.563,110.174,13.791
"Puebla","Tehuacán","Fuentes de área",238.015,1761.699,6.592,140.281
"Puebla","Tehuacán","Fuentes móviles carreteros",243.424,12856.684,86.002,3120.905
"Puebla","Tehuacán","Fuentes móviles que no circulan por carretera",17.347,99.639,7.322,321.683
"Puebla","Tehuitzingo","Fuentes de área",51.825,321.887,1.15,10.485
"Puebla","Tehuitzingo","Fuentes móviles carreteros",4.869,543.637,2.737,105.209
"Puebla","Tehuitzingo","Fuentes móviles que no circulan por carretera",0.292,1.585,0.172,4.924
"Puebla","Tenampulco","Fuentes de área",46.174,321.235,1.157,9.733
"Puebla","Tenampulco","Fuentes móviles carreteros",0.869,99.113,0.477,17.863
"Puebla","Tenampulco","Fuentes móviles que no circulan por carretera",0.379,2.057,0.223,6.389
"Puebla","Teopantlán","Fuentes de área",26.091,202.976,0.715,8.346
"Puebla","Teopantlán","Fuentes móviles carreteros",1.383,81.122,0.511,19.78
"Puebla","Teopantlán","Fuentes móviles que no circulan por carretera",0.078,0.423,0.046,1.315
"Puebla","Teotlalco","Fuentes de área",14.407,98.465,0.355,3.074
"Puebla","Teotlalco","Fuentes móviles carreteros",0.904,112.961,0.539,20.829
"Puebla","Teotlalco","Fuentes móviles que no circulan por carretera",0.077,0.42,0.046,1.304
"Puebla","Tepanco de López","Fuentes fijas",0.017,0.094,0,0.556
"Puebla","Tepanco de López","Fuentes de área",58.475,405.945,1.531,18.841
"Puebla","Tepanco de López","Fuentes móviles carreteros",12.614,686.246,4.492,173.011
"Puebla","Tepanco de López","Fuentes móviles que no circulan por carretera",1.056,5.06,0.498,36.469
"Puebla","Tepango de Rodríguez","Fuentes de área",18.05,150.375,0.519,4.45
"Puebla","Tepango de Rodríguez","Fuentes móviles carreteros",0.232,26.746,0.13,4.614
"Puebla","Tepango de Rodríguez","Fuentes móviles que no circulan por carretera",0.028,0.15,0.016,0.467
"Puebla","Tepatlaxco de Hidalgo","Fuentes de área",23.367,180.548,1.016,8.27
"Puebla","Tepatlaxco de Hidalgo","Fuentes móviles carreteros",5.157,383.8,2.175,83.538
"Puebla","Tepatlaxco de Hidalgo","Fuentes móviles que no circulan por carretera",0.152,0.825,0.09,2.562
"Puebla","Tepeaca","Fuentes fijas",1.491,0.453,110.05,10.57
"Puebla","Tepeaca","Fuentes de área",88.998,635.826,2.308,32.607
"Puebla","Tepeaca","Fuentes móviles carreteros",57.694,2606.388,18.168,674.143
"Puebla","Tepeaca","Fuentes móviles que no circulan por carretera",1.873,8.671,0.826,73.205
"Puebla","Tepemaxalco","Fuentes de área",6.812,44.731,0.165,1.819
"Puebla","Tepemaxalco","Fuentes móviles carreteros",0.021,12.783,0.048,1.851
"Puebla","Tepemaxalco","Fuentes móviles que no circulan por carretera",0.05,0.27,0.029,0.839
"Puebla","Tepeojuma","Fuentes de área",26.931,173.902,1.113,7.167
"Puebla","Tepeojuma","Fuentes móviles carreteros",5.068,309.982,1.895,72.831
"Puebla","Tepeojuma","Fuentes móviles que no circulan por carretera",0.938,4.308,0.407,37.658
"Puebla","Tepetzintla","Fuentes de área",58.013,486.148,1.684,13.531
"Puebla","Tepetzintla","Fuentes móviles carreteros",0.178,51.245,0.209,8.22
"Puebla","Tepetzintla","Fuentes móviles que no circulan por carretera",0.077,0.418,0.045,1.298
"Puebla","Tepexco","Fuentes de área",43.175,237.193,0.912,8.746
"Puebla","Tepexco","Fuentes móviles carreteros",0.852,119.794,0.579,22.534
"Puebla","Tepexco","Fuentes móviles que no circulan por carretera",0.305,1.653,0.18,5.135
"Puebla","Tepexi de Rodríguez","Fuentes de área",85.609,580.476,2.068,19.115
"Puebla","Tepexi de Rodríguez","Fuentes móviles carreteros",10.519,707.701,4.202,160.921
"Puebla","Tepexi de Rodríguez","Fuentes móviles que no circulan por carretera",0.687,3.731,0.405,11.59
"Puebla","Tepeyahualco","Fuentes de área",90.776,562.93,2.826,19.415
"Puebla","Tepeyahualco","Fuentes móviles carreteros",6.979,417.192,2.595,99.664
"Puebla","Tepeyahualco","Fuentes móviles que no circulan por carretera",2.537,12.278,1.218,84.41
"Puebla","Tepeyahualco de Cuauhtémoc","Fuentes de área",7.559,46.899,0.191,3.257
"Puebla","Tepeyahualco de Cuauhtémoc","Fuentes móviles carreteros",1.227,153.059,0.727,27.676
"Puebla","Tepeyahualco de Cuauhtémoc","Fuentes móviles que no circulan por carretera",0.067,0.361,0.039,1.122
"Puebla","Tetela de Ocampo","Fuentes de área",159.773,1442.723,8.017,45.027
"Puebla","Tetela de Ocampo","Fuentes móviles carreteros",14.299,783.52,5.258,198.609
"Puebla","Tetela de Ocampo","Fuentes móviles que no circulan por carretera",0.255,1.382,0.15,4.293
"Puebla","Teteles de Ávila Castillo","Fuentes de área",13.657,86.479,0.31,3.685
"Puebla","Teteles de Ávila Castillo","Fuentes móviles carreteros",2.968,288.173,1.553,58.221
"Puebla","Teteles de Ávila Castillo","Fuentes móviles que no circulan por carretera",0.052,0.285,0.031,0.885
"Puebla","Teziutlán","Fuentes fijas",14.949,5.535,0.162,17.141
"Puebla","Teziutlán","Fuentes de área",103.375,841.237,3.039,53.52
"Puebla","Teziutlán","Fuentes móviles carreteros",50.546,3708.811,21.839,787.352
"Puebla","Teziutlán","Fuentes móviles que no circulan por carretera",5.141,30.861,2.229,68.617
"Puebla","Tianguismanalco","Fuentes de área",43.564,368.358,1.847,11.843
"Puebla","Tianguismanalco","Fuentes móviles carreteros",4.83,409.492,2.302,88.781
"Puebla","Tianguismanalco","Fuentes móviles que no circulan por carretera",0.171,0.927,0.101,2.88
"Puebla","Tilapa","Fuentes de área",29.073,182.409,1.466,7.413
"Puebla","Tilapa","Fuentes móviles carreteros",2.815,333.34,1.682,61.732
"Puebla","Tilapa","Fuentes móviles que no circulan por carretera",0.191,1.04,0.113,3.23
"Puebla","Tlacotepec de Benito Juárez","Fuentes de área",178.58,1303.845,4.687,45.728
"Puebla","Tlacotepec de Benito Juárez","Fuentes móviles carreteros",36.805,1353.877,10.512,395.652
"Puebla","Tlacotepec de Benito Juárez","Fuentes móviles que no circulan por carretera",1.989,9.628,0.956,66.012
"Puebla","Tlacuilotepec","Fuentes de área",94.683,784.015,2.716,22.197
"Puebla","Tlacuilotepec","Fuentes móviles carreteros",0.808,48.607,0.284,10.972
"Puebla","Tlacuilotepec","Fuentes móviles que no circulan por carretera",0.234,1.268,0.138,3.94
"Puebla","Tlachichuca","Fuentes de área",156.095,1308.685,9.505,43.21
"Puebla","Tlachichuca","Fuentes móviles carreteros",10.047,591.693,3.713,142.37
"Puebla","Tlachichuca","Fuentes móviles que no circulan por carretera",1.117,6.064,0.659,18.84
"Puebla","Tlahuapan","Fuentes fijas",0.143,1.205,0.009,3.234
"Puebla","Tlahuapan","Fuentes de área",87.847,604.142,3.078,25.132
"Puebla","Tlahuapan","Fuentes móviles carreteros",17.905,936.947,6.375,248.486
"Puebla","Tlahuapan","Fuentes móviles que no circulan por carretera",0.65,3.528,0.383,10.96
"Puebla","Tlaltenango","Fuentes de área",16.962,67.596,0.249,3.245
"Puebla","Tlaltenango","Fuentes móviles carreteros",1.257,182.24,0.835,31.427
"Puebla","Tlaltenango","Fuentes móviles que no circulan por carretera",0.106,0.577,0.063,1.792
"Puebla","Tlanepantla","Fuentes de área",8.451,57.592,0.217,2.784
"Puebla","Tlanepantla","Fuentes móviles carreteros",6.488,227.588,1.788,64.444
"Puebla","Tlanepantla","Fuentes móviles que no circulan por carretera",0.051,0.274,0.03,0.853
"Puebla","Tlaola","Fuentes de área",96.72,800.925,2.762,22.666
"Puebla","Tlaola","Fuentes móviles carreteros",0.373,131.51,0.55,21.893
"Puebla","Tlaola","Fuentes móviles que no circulan por carretera",0.242,1.311,0.142,4.074
"Puebla","Tlapacoya","Fuentes de área",37.8,296.597,1.029,8.422
"Puebla","Tlapacoya","Fuentes móviles carreteros",0.126,28.038,0.116,4.569
"Puebla","Tlapacoya","Fuentes móviles que no circulan por carretera",0.139,0.756,0.082,2.348
"Puebla","Tlapanalá","Fuentes de área",31.637,194.084,0.796,8.179
"Puebla","Tlapanalá","Fuentes móviles carreteros",2.148,320.946,1.495,56.323
"Puebla","Tlapanalá","Fuentes móviles que no circulan por carretera",0.283,1.538,0.167,4.779
"Puebla","Tlatlauquitepec","Fuentes fijas",0.198,0.089,5.459,0.674
"Puebla","Tlatlauquitepec","Fuentes de área",190.31,1431.819,5.019,46.907
"Puebla","Tlatlauquitepec","Fuentes móviles carreteros",15.587,1120.26,6.511,247.312
"Puebla","Tlatlauquitepec","Fuentes móviles que no circulan por carretera",1.558,7.757,0.789,45.676
"Puebla","Tlaxco","Fuentes de área",28.719,227.461,0.788,6.635
"Puebla","Tlaxco","Fuentes móviles carreteros",1.297,26.78,0.343,14.219
"Puebla","Tlaxco","Fuentes móviles que no circulan por carretera",0.15,0.815,0.089,2.533
"Puebla","Tochimilco","Fuentes de área",92.127,735.361,2.721,21.637
"Puebla","Tochimilco","Fuentes móviles carreteros",3.409,420.157,2.024,77.144
"Puebla","Tochimilco","Fuentes móviles que no circulan por carretera",0.37,2.011,0.218,6.247
"Puebla","Tochtepec","Fuentes de área",33.034,194.854,0.784,11.34
"Puebla","Tochtepec","Fuentes móviles carreteros",11.532,717.255,4.36,164.764
"Puebla","Tochtepec","Fuentes móviles que no circulan por carretera",0.308,1.673,0.182,5.197
"Puebla","Totoltepec de Guerrero","Fuentes de área",8.657,51.912,0.235,1.869
"Puebla","Totoltepec de Guerrero","Fuentes móviles carreteros",0.131,33.68,0.144,5.643
"Puebla","Totoltepec de Guerrero","Fuentes móviles que no circulan por carretera",0.021,0.116,0.013,0.361
"Puebla","Tulcingo","Fuentes de área",31.074,237.729,0.837,8.017
"Puebla","Tulcingo","Fuentes móviles carreteros",3.205,349.204,1.84,70.551
"Puebla","Tulcingo","Fuentes móviles que no circulan por carretera",0.1,0.542,0.059,1.683
"Puebla","Tuzamapan de Galeana","Fuentes de área",35.625,286.138,0.994,8.21
"Puebla","Tuzamapan de Galeana","Fuentes móviles carreteros",0.506,67.013,0.313,12.302
"Puebla","Tuzamapan de Galeana","Fuentes móviles que no circulan por carretera",0.131,0.711,0.077,2.209
"Puebla","Tzicatlacoyan","Fuentes de área",31.827,241.964,0.89,7.8
"Puebla","Tzicatlacoyan","Fuentes móviles carreteros",2.829,179.025,1.085,43.041
"Puebla","Tzicatlacoyan","Fuentes móviles que no circulan por carretera",0.149,0.806,0.088,2.505
"Puebla","Venustiano Carranza","Fuentes de área",80.096,616.16,2.178,22.038
"Puebla","Venustiano Carranza","Fuentes móviles carreteros",9.65,627.606,3.795,144.546
"Puebla","Venustiano Carranza","Fuentes móviles que no circulan por carretera",0.367,1.991,0.216,6.186
"Puebla","Vicente Guerrero","Fuentes de área",127.414,1005.03,3.597,28.748
"Puebla","Vicente Guerrero","Fuentes móviles carreteros",5.71,282.981,1.845,72.143
"Puebla","Vicente Guerrero","Fuentes móviles que no circulan por carretera",0.36,1.953,0.212,6.067
"Puebla","Xayacatlán de Bravo","Fuentes de área",6.565,54.556,0.191,1.712
"Puebla","Xayacatlán de Bravo","Fuentes móviles carreteros",0.198,71.674,0.285,11.118
"Puebla","Xayacatlán de Bravo","Fuentes móviles que no circulan por carretera",0.005,0.028,0.003,0.087
"Puebla","Xicotepec","Fuentes fijas",0,0.004,0,0.007
"Puebla","Xicotepec","Fuentes de área",153.637,1209.017,4.264,48.512
"Puebla","Xicotepec","Fuentes móviles carreteros",51.061,1493.639,13.419,489.193
"Puebla","Xicotepec","Fuentes móviles que no circulan por carretera",0.505,2.743,0.298,8.521
"Puebla","Xicotlán","Fuentes de área",7.887,49.959,0.176,1.451
"Puebla","Xicotlán","Fuentes móviles carreteros",0.027,16.035,0.061,2.336
"Puebla","Xicotlán","Fuentes móviles que no circulan por carretera",0.071,0.385,0.042,1.197
"Puebla","Xiutetelco","Fuentes de área",96.082,781.724,2.896,26.827
"Puebla","Xiutetelco","Fuentes móviles carreteros",16.488,710.039,5.117,191.074
"Puebla","Xiutetelco","Fuentes móviles que no circulan por carretera",0.22,1.192,0.13,3.703
"Puebla","Xochiapulco","Fuentes de área",22.384,184.426,0.815,5.788
"Puebla","Xochiapulco","Fuentes móviles carreteros",0.52,62.726,0.303,11.621
"Puebla","Xochiapulco","Fuentes móviles que no circulan por carretera",0.053,0.287,0.031,0.892
"Puebla","Xochiltepec","Fuentes de área",15.521,117.963,0.456,3.653
